sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.uriM.B.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	urine	not applicable	human male urine	human.urine.B	urine.human.male.B.1	1/9/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	33	years	UBERON:urine	21.8	UBERON:urine	UBERON:urine	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	True	G5	2.777	5.67	0.003	0.002	0.667	2	0.001	0.048	0.043	0.041	0.039	0.052	0.046	0.043	0.04	12201	human metagenome	646099	Knight sample set for testing
12201.uriM.B.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	urine	not applicable	human male urine	human.urine.B	urine.human.male.B.2	1/9/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	33	years	UBERON:urine	21.8	UBERON:urine	UBERON:urine	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	True	H5	1.737	6.06	0.004	0.001	0.25		0	0.048	0.043	0.041	0.039	0.051	0.043	0.04	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriM.B.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	urine	not applicable	human male urine	human.urine.B	urine.human.male.B.3	1/9/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	33	years	UBERON:urine	21.8	UBERON:urine	UBERON:urine	human	170	cm	adult	Homo sapiens	human.B	9606	63	kg	male	32.5	-117.25	UCSDMI	TRUE	True	A6	-0.382	5.77	0.001	-0.001	-1	1	-0.001	0.048	0.043	0.041	0.039	0.051	0.044	0.042	0.041	12201	human metagenome	646099	Knight sample set for testing
12201.uriM.C.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	urine	not applicable	human male urine	human.urine.C	urine.human.male.C.1	1/9/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	32	years	UBERON:urine	23.8	UBERON:urine	UBERON:urine	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	True	B6	0.64	5.21	0.002	6.94E-18	0		0	0.048	0.043	0.041	0.039	0.049	0.042	0.04	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriM.C.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	urine	not applicable	human male urine	human.urine.C	urine.human.male.C.2	1/9/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	32	years	UBERON:urine	23.8	UBERON:urine	UBERON:urine	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	True	C6	1.672	5.48	0.001	0.001	1		0	0.048	0.043	0.041	0.039	0.048	0.043	0.04	0.038	12201	human metagenome	646099	Knight sample set for testing
12201.uriM.C.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	urine	not applicable	human male urine	human.urine.C	urine.human.male.C.3	1/9/19	200 ul urine aliquot	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	urine	human-associated	not applicable	USA:CA:San Diego	32	years	UBERON:urine	23.8	UBERON:urine	UBERON:urine	human	175	cm	adult	Homo sapiens	human.C	9606	73	kg	male	32.5	-117.25	UCSDMI	TRUE	True	D6	1.67	5.14	0.002	0.001	0.5	1	0.001	0.048	0.043	0.041	0.039	0.05	0.044	0.042	0.039	12201	human metagenome	646099	Knight sample set for testing
12201.wat.F.A.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	water	not applicable	freshwater	freshwater site 1	water.freshwater.A.1	1/14/19	200 uL aliquotted from 50 mL sampled from a small running stream flowing into the San Diego River at the Mission Valley Preserve	193	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.freshwater.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D8	1.67	6.65	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.051	0.045	0.042	0.04	12201	freshwater metagenome	449393	Knight sample set for testing
12201.wat.F.A.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	water	not applicable	freshwater	freshwater site 1	water.freshwater.A.2	1/14/19	200 uL aliquotted from 50 mL sampled from a small running stream flowing into the San Diego River at the Mission Valley Preserve	193	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.freshwater.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E8	1.675	2.7	0.001	0.001	1		0	0.048	0.043	0.041	0.039	0.055	0.05	0.047	0.045	12201	freshwater metagenome	449393	Knight sample set for testing
12201.wat.F.A.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	3	not applicable	water	not applicable	freshwater	freshwater site 1	water.freshwater.A.3	1/14/19	200 uL aliquotted from 50 mL sampled from a small running stream flowing into the San Diego River at the Mission Valley Preserve	193	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.freshwater.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F8	1.687	5.5	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.05	0.044	0.041	0.039	12201	freshwater metagenome	449393	Knight sample set for testing
12201.wat.F.B.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	water	not applicable	freshwater	freshwater site 2	water.freshwater.B.1	1/14/19	200 uL aliquotted from 50 mL sampled from a large running stream flowing into the San Diego River at the Mission Valley Preserve	193	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.freshwater.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G8	1.727	6.46	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.05	0.044	0.041	0.039	12201	freshwater metagenome	449393	Knight sample set for testing
12201.wat.F.B.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	water	not applicable	freshwater	freshwater site 2	water.freshwater.B.2	1/14/19	200 uL aliquotted from 50 mL sampled from a large running stream flowing into the San Diego River at the Mission Valley Preserve	193	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.freshwater.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	H8	1.712	4.01	0.003	0.001	0.333		0	0.048	0.043	0.041	0.039	0.051	0.044	0.041	0.039	12201	freshwater metagenome	449393	Knight sample set for testing
12201.wat.F.B.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	4	not applicable	water	not applicable	freshwater	freshwater site 2	water.freshwater.B.3	1/14/19	200 uL aliquotted from 50 mL sampled from a large running stream flowing into the San Diego River at the Mission Valley Preserve	193	Free-living	Non-saline	Water (non-saline)	urban biome	river	fresh water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.freshwater.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	A9	-1.402	9.42	0.002	-0.002	-1	1	-0.002	0.048	0.043	0.041	0.039	0.052	0.043	0.041	0.041	12201	freshwater metagenome	449393	Knight sample set for testing
12201.wat.S.A.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	water	not applicable	seawater	seawater site 1	water.seawater.A.1	1/14/19	200 uL aliquotted from 50 mL sampled from the shore at La Jolla Shores Park directly in front of the main life guard tower	193	Free-living	Saline	Water (saline)	urban biome	shore	sea water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.seawater.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B9	1.665	4.41	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.049	0.043	0.04	0.038	12201	seawater metagenome	1561972	Knight sample set for testing
12201.wat.S.A.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	water	not applicable	seawater	seawater site 1	water.seawater.A.2	1/14/19	200 uL aliquotted from 50 mL sampled from the shore at La Jolla Shores Park directly in front of the main life guard tower	193	Free-living	Saline	Water (saline)	urban biome	shore	sea water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.seawater.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C9	1.668	4.58	0.003	0.001	0.333		0	0.048	0.043	0.041	0.039	0.052	0.045	0.042	0.04	12201	seawater metagenome	1561972	Knight sample set for testing
12201.wat.S.A.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	water	not applicable	seawater	seawater site 1	water.seawater.A.3	1/14/19	200 uL aliquotted from 50 mL sampled from the shore at La Jolla Shores Park directly in front of the main life guard tower	193	Free-living	Saline	Water (saline)	urban biome	shore	sea water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.seawater.site.1	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	D9	1.669	4.12	0.002	0.001	0.5		0	0.048	0.043	0.041	0.039	0.049	0.043	0.04	0.038	12201	seawater metagenome	1561972	Knight sample set for testing
12201.wat.S.B.1.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	water	not applicable	seawater	seawater site 2	water.seawater.B.1	1/14/19	200 uL aliquotted from 50 mL sampled from the shore directly in front of UCSD parking lot P003	193	Free-living	Saline	Water (saline)	urban biome	shore	sea water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.seawater.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	E9	0.646	5.03	0	0			0	0.048	0.043	0.041	0.039	0.048	0.043	0.041	0.039	12201	seawater metagenome	1561972	Knight sample set for testing
12201.wat.S.B.2.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	water	not applicable	seawater	seawater site 2	water.seawater.B.2	1/14/19	200 uL aliquotted from 50 mL sampled from the shore directly in front of UCSD parking lot P003	193	Free-living	Saline	Water (saline)	urban biome	shore	sea water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.seawater.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	F9	0.653	3.96	0.001	0	0		0	0.048	0.043	0.041	0.039	0.049	0.043	0.041	0.039	12201	seawater metagenome	1561972	Knight sample set for testing
12201.wat.S.B.3.norgen.L	not applicable	1	Norgen	Norgen	norgen	Norgen	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	water	not applicable	seawater	seawater site 2	water.seawater.B.3	1/14/19	200 uL aliquotted from 50 mL sampled from the shore directly in front of UCSD parking lot P003	193	Free-living	Saline	Water (saline)	urban biome	shore	sea water	water	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	water.seawater.site.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	G9	2.777	4.85	0.002	0.002	1	2	0.001	0.048	0.043	0.041	0.039	0.051	0.046	0.043	0.04	12201	seawater metagenome	1561972	Knight sample set for testing
12201.BLANK.B4.powersoil.L	not applicable	2	PowerSoil	PowerSoil r2	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	control blank	not applicable	PCR extraction control	PCR extraction control	BLANK.B4.round2	2020	BLANK.B4.powersoil.L	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK.B4.powersoil.L	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	B4	0.834564296	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	metagenome	256318	Knight sample set for testing
12201.BLANK.C4.powersoil.H	not applicable	2	PowerSoil	PowerSoil r2	standard	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	control blank	not applicable	PCR extraction control	PCR extraction control	BLANK.C4.round2	2020	BLANK.C4.powersoil.H	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK.C4.powersoil.H	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C4	0.814525364	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	metagenome	256318	Knight sample set for testing
12201.BLANK.C7.powersoil.H	not applicable	2	PowerSoil	PowerSoil r2	standard	Qiagen	not applicable	not applicable	high	variable	not applicable	not applicable	not provided	not applicable	control blank	not applicable	PCR extraction control	PCR extraction control	BLANK.C7.round2	2020	BLANK.C7.powersoil.H	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK.C7.powersoil.H	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C7	0.825976182	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	metagenome	256318	Knight sample set for testing
12201.BLANK.C8.powersoil.L	not applicable	2	PowerSoil	PowerSoil r2	standard	Qiagen	not applicable	not applicable	low	variable	not applicable	not applicable	not provided	not applicable	control blank	not applicable	PCR extraction control	PCR extraction control	BLANK.C8.round2	2020	BLANK.C8.powersoil.L	193	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	BLANK.C8.powersoil.L	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	True	C8	0.854603229	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	metagenome	256318	Knight sample set for testing
